Id,FieldApiName,LifeSciStageObjectId,Name,Parameters,SourceSystemIdentifier,StageObjectRecordTypeId,Status
1Hxfic000000BJdCAM,Status,1Hwfic000000BxxCAE,Inquiry,{},LifeSciStagePathRef1,012fic000000JNlAAM,Active
